pfct_sn,pfct_nm,addr,instl_ymd,instl_place_cd_nm,prvt_pblc_yn_cd_nm,idrodr_cd_nm,incld_water,updated_date
32166,방동 어린이공원 놀이터,광주광역시 광산구 운남동 794-4,2001-12-31,주택단지,민간,실외,미포함,2024-02-16
32262,어린이 마음 어린이집 놀이터,광주광역시 남구 대남대로107번길 3-1 (방림동),2012-04-07,식품접객업소,민간,실내,미포함,2024-02-16
32305,극락어린이공원 놀이터,광주광역시 서구 유촌동 857,2000-01-21,도시공원,공공,실외,미포함,2024-02-16
32343,수완자이아파트놀이터( 102동 뒤),"광주광역시 광산구 장덕로95번길 45 (장덕동, 수완자이)",2009-08-28,어린이집,민간,실외,미포함,2024-02-16
32473,금호시영1단지아파트 놀이터,"광주광역시 서구 운천로 41(금호동, 금호시영1단지아파트)",1993-12-01,어린이집,민간,실외,미포함,2024-02-16
32475,용두동_양산타운(103동 앞),광주광역시 북구 임방울대로1041번길 6 (용두동),2009-04-16,어린이집,민간,실외,미포함,2024-02-16
32506,중흥s-클래스3단지아파트 305동 놀이터,"광주광역시 광산구 풍영로145번길 18 (흑석동, 수완3단지 중흥에스-클래스)",2009-05-11,주택단지,민간,실외,미포함,2024-02-16
32515,하남2지구 부영3차 관리사무소 앞 놀이터,"광주광역시 광산구 하남대로 30 (하남동, 부영사랑으로)",2009-05-11,주택단지,민간,실외,미포함,2024-02-16
32516,하남2지구 부영3차 301동 앞 놀이터,"광주광역시 광산구 하남대로 30 (하남동, 부영사랑으로)",2009-05-11,주택단지,민간,실외,미포함,2024-02-16
32779,용봉동_용봉대주파크빌1차아파트,"광주광역시 북구 용봉택지로13번길 21 (용봉동, 용봉동1차대주파크빌)",2009-05-15,주택단지,민간,실외,미포함,2024-02-16
32781,화정동 신동아파트 102동앞놀이터,"광주광역시 서구 월드컵4강로28번길 60(화정동, 신동아아파트)",2009-06-04,주택단지,민간,실외,미포함,2024-02-16
32862,중흥파크맨션 놀이터,"광주광역시 서구 월산로 210(농성동, 중흥파크아파트)",1989-12-01,주택단지,민간,실외,미포함,2024-02-16
33194,수완지구중흥S-클래스 내 놀이터(110동 전면),"광주광역시 광산구 수등로76번길 74 (신가동, 수완1단지 중흥에스-클래스)",2009-05-22,어린이집,민간,실외,미포함,2024-02-16
33195,수완지구중흥S-클래스 내 놀이터(관리동 전면),"광주광역시 광산구 수등로76번길 74 (신가동, 수완1단지 중흥에스-클래스)",2009-05-22,주택단지,민간,실외,미포함,2024-02-16
33196,수완지구중흥S-클래스 내 놀이터(112동 전면),"광주광역시 광산구 수등로76번길 74 (신가동, 수완1단지 중흥에스-클래스)",2009-05-22,주택단지,민간,실외,미포함,2024-02-16
33280,느티나무어린이공원 놀이터,광주광역시 북구 서하로 407 (문흥동) 문흥동 995-4,2009-04-27,어린이집,민간,실외,미포함,2024-02-16
33281,율곡어린이공원 놀이터,광주광역시 동구 산수동 708번지,2009-04-27,주택단지,민간,실외,미포함,2024-02-16
33282,서일어린이공원 놀이터,광주광역시 북구 일곡동 816-2,2009-04-27,주택단지,민간,실외,미포함,2024-02-16
33310,아름마을 휴먼시아 1단지 106동 앞 어린이놀이터,"광주광역시 광산구 수등로123번길 70 (신가동, 아름마을 휴먼시아 1단지)",2009-05-26,어린이집,민간,실외,미포함,2024-02-16
33311,아름마을 휴먼시아 1단지 103동 앞 어린이놀이터2,"광주광역시 광산구 수등로123번길 70 (신가동, 아름마을 휴먼시아 1단지)",2009-05-26,주택단지,민간,실외,미포함,2024-02-16
33312,아름마을 휴먼시아 1단지 104동 앞 유아놀이터,"광주광역시 광산구 수등로123번길 70 (신가동, 아름마을 휴먼시아 1단지)",2009-05-26,주택단지,민간,실외,미포함,2024-02-16
33402,신촌대주파크빌아파트 놀이시설,"광주광역시 광산구 사암로 24 (신촌동, 신촌동대주아파트)",2004-03-29,어린이집,민간,실외,미포함,2024-02-16
33453,오월어린이공원 놀이터,광주광역시 서구 상무오월로19번길 4-13,1998-01-19,주택단지,민간,실외,미포함,2024-02-16
33455,유촌어린이공원 놀이터,광주광역시 서구 계수로59번길 4-9,1998-12-10,주택단지,민간,실외,미포함,2024-02-16
33456,상일어린이공원 놀이터,광주광역시 서구 쌍촌동 1344-6,1998-12-10,어린이집,민간,실외,미포함,2024-02-16
33458,장수어린이공원 놀이터,광주광역시 서구 상무공원로 142,1998-01-19,어린이집,민간,실외,미포함,2024-02-16
33460,치평어린이공원 놀이터,광주광역시 서구 상무공원로 58,1998-01-19,어린이집,민간,실외,미포함,2024-02-16
33461,맛고을어린이공원 놀이터,광주광역시 서구 염화로 83번길 20,1990-09-10,주택단지,민간,실외,미포함,2024-02-16
33644,금호동 라인아파트 놀이터(103동 앞),"광주광역시 서구 금부로 100(금호동, 금호동 라인아파트)",1993-12-27,주택단지,민간,실외,미포함,2024-02-16
33977,도시공사아파트 101동 뒤 놀이터,"광주광역시 광산구 목련로21번길 45 (산정동, 하남2지구다사로움1단지아파트)",2009-05-08,어린이집,민간,실외,미포함,2024-02-16
33978,도시공사아파트 102동 앞 놀이터,"광주광역시 광산구 목련로21번길 45 (산정동, 하남2지구다사로움1단지아파트)",2009-05-08,주택단지,민간,실외,미포함,2024-02-16
33979,도시공사아파트 107동 108동 사이 놀이터,"광주광역시 광산구 목련로21번길 45 (산정동, 하남2지구다사로움1단지아파트)",2009-05-08,주택단지,민간,실외,미포함,2024-02-16
33985,아름마을휴먼시아 2단지 205동 놀이터,"광주광역시 광산구 수등로123번길 22 (신가동, 아름마을 휴먼시아)",2009-05-29,주택단지,민간,실외,미포함,2024-02-16
33986,아름마을휴먼시아 2단지 211동 놀이터,"광주광역시 광산구 수등로123번길 22 (신가동, 아름마을 휴먼시아)",2009-05-29,어린이집,민간,실외,미포함,2024-02-16
33987,아름마을휴먼시아 2단지 212동 놀이터,"광주광역시 광산구 수등로123번길 22 (신가동, 아름마을 휴먼시아)",2009-05-29,어린이집,민간,실외,미포함,2024-02-16
34031,양산동_호반리젠시빌1차아파트(101동 놀이터),"광주광역시 북구 양산제로137번길 7 (양산동, 호반아파트)",2009-06-24,주택단지,민간,실외,미포함,2024-02-16
34032,양산동_호반리젠시빌1차아파트(102동 놀이터),"광주광역시 북구 양산제로137번길 7 (양산동, 호반아파트)",2009-06-24,도시공원,공공,실외,미포함,2024-02-16
34147,우산동현대아파트(놀이터1_104동),"광주광역시 북구 호동로 100 (우산동, 현대아파트)",2009-05-29,도시공원,공공,실외,미포함,2024-02-16
34185,하남초록어린이집(근로자종합복지관내),광주광역시 광산구 하남산단3번로 133-8 (장덕동) 하남초록어린이집,2009-06-29,도시공원,공공,실외,미포함,2024-02-16
34323,한국아델리움아파트 놀이터2,"광주광역시 서구 풍암순환로 135-1(풍암동, 한국아델리움)",2009-06-24,도시공원,공공,실외,미포함,2024-02-16
34324,한국아델리움아파트 놀이터1,"광주광역시 서구 풍암순환로 135-1(풍암동, 한국아델리움)",2009-06-24,도시공원,공공,실외,미포함,2024-02-16
34338,용봉동_용봉2휴먼시아(놀이터1),"광주광역시 북구 설죽로148번길 10 (용봉동, 광주용봉2휴먼시아)",2009-04-13,어린이집,민간,실외,미포함,2024-02-16
34339,용봉동_용봉2휴먼시아(놀이터2),"광주광역시 북구 설죽로148번길 10 (용봉동, 광주용봉2휴먼시아)",2009-04-13,주택단지,민간,실외,미포함,2024-02-16
34541,중흥s-클래스2단지아파트 201동 놀이터,"광주광역시 광산구 풍영로145번길 15 (흑석동, 수완2단지 중흥에스-클래스)",2009-05-11,주택단지,민간,실외,미포함,2024-02-16
34805,살구어린이공원 놀이터,광주광역시 서구 풍암동 1062,2000-12-29,주택단지,민간,실외,미포함,2024-02-16
34970,학생독립공원 놀이터,광주광역시 서구 학생독립로 11,1990-12-06,도시공원,공공,실외,미포함,2024-02-16
35104,계림두산위브아파트 어린이놀이시설 1,광주광역시 동구 무등로 374 (계림동),2007-02-23,도시공원,공공,실외,미포함,2024-02-16
35105,계림두산위브아파트 어린이놀이시설 3,광주광역시 동구 무등로 374 (계림동),2007-02-23,도시공원,공공,실외,미포함,2024-02-16
35346,광주 경찰청 어린이집 놀이터,광주광역시 광산구 용아로 112 (소촌동) 광주 경찰청 어린이집,2010-11-15,주택단지,민간,실외,미포함,2024-02-16
35395,봉선동 무등파크맨션 2차 어린이놀이터 1,"광주광역시 남구 봉선2로 96-14 (봉선동, 무등2차아파트)",2010-10-19,주택단지,민간,실외,미포함,2024-02-16
35396,봉선동 무등파크맨션 2차 어린이놀이터 2,"광주광역시 남구 봉선2로 96-14 (봉선동, 무등2차아파트)",2010-10-19,주택단지,민간,실외,미포함,2024-02-16
35397,리빙랜드어린이집 놀이터,광주광역시 광산구 소촌로 160 (소촌동) 리빙랜드어린이집,2010-10-20,주택단지,민간,실외,미포함,2024-02-16
35418,신용동_첨단휴먼시아 2단지아파트(유아놀이터),"광주광역시 북구 첨단연신로 245 (신용동, 첨단휴먼시아)",2010-11-19,어린이집,민간,실외,미포함,2024-02-16
35420,신용동_첨단휴먼시아 2단지아파트(202동 측면),"광주광역시 북구 첨단연신로 245 (신용동, 첨단휴먼시아)",2010-11-19,주택단지,민간,실외,미포함,2024-02-16
35421,신용동_첨단휴먼시아 2단지아파트(203동 측면),"광주광역시 북구 첨단연신로 245 (신용동, 첨단휴먼시아)",2010-11-19,도시공원,공공,실외,미포함,2024-02-16
35422,신용동_첨단휴먼시아 2단지아파트(206동 전면),"광주광역시 북구 첨단연신로 245 (신용동, 첨단휴먼시아)",2010-11-19,어린이집,민간,실외,미포함,2024-02-16
35523,신용동_첨단1휴먼시아아파트(108동 전면),"광주광역시 북구 첨단연신로 250 (신용동, 첨단휴먼시아)",2010-11-19,주택단지,민간,실외,미포함,2024-02-16
35524,신용동_첨단1휴먼시아아파트(104동 앞),"광주광역시 북구 첨단연신로 250 (신용동, 첨단휴먼시아)",2010-11-19,어린이집,민간,실외,미포함,2024-02-16
35525,신용동_첨단1휴먼시아아파트(103동 후면),"광주광역시 북구 첨단연신로 250 (신용동, 첨단휴먼시아)",2010-11-19,주택단지,민간,실외,미포함,2024-02-16
35526,신용동_첨단1휴먼시아아파트(복지관 측면),"광주광역시 북구 첨단연신로 250 (신용동, 첨단휴먼시아)",2010-11-19,주택단지,민간,실외,미포함,2024-02-16
35548,송촌파인힐아파트 내 놀이터,광주광역시 남구 독립로80번길 10 (백운동),2010-12-09,주택단지,민간,실외,미포함,2024-02-16
35552,성원어린이집 놀이터,광주광역시 북구 비엔날레로93번길 22 (용봉동),2010-12-09,주택단지,민간,실외,미포함,2024-02-16
35555,상무호반1차아파트 내 놀이터,"광주광역시 서구 상무공원로 128(치평동, 호반아파트)",1997-05-01,어린이집,민간,실외,미포함,2024-02-16
35567,광주수완휴먼시아 6단지 602동 뒤 유아놀이터,"광주광역시 광산구 풍영로329번길 51 (장덕동, 신완마을 휴먼시아)",2010-10-22,주택단지,민간,실외,미포함,2024-02-16
35568,광주수완휴먼시아 6단지 606동 뒤 원숭이놀이터,"광주광역시 광산구 풍영로329번길 51 (장덕동, 신완마을 휴먼시아)",2010-10-22,주택단지,민간,실외,미포함,2024-02-16
35569,광주수완휴먼시아 6단지 610동 앞 물결놀이터,"광주광역시 광산구 풍영로329번길 51 (장덕동, 신완마을 휴먼시아)",2010-10-22,어린이집,민간,실외,미포함,2024-02-16
35570,광주수완휴먼시아 6단지 관리사무소 앞 솔숲놀이터,"광주광역시 광산구 풍영로329번길 51 (장덕동, 신완마을 휴먼시아)",2010-10-22,도시공원,공공,실외,미포함,2024-02-16
35571,유촌동상무2차 호반리젠시빌 아파트206동 놀이터,"광주광역시 서구 상무버들로 45(유촌동, 상무버들마을호반리젠시빌)",2001-01-22,어린이집,민간,실외,미포함,2024-02-16
35816,믿음어린이공원 놀이터,광주광역시 서구 화정로21번길 4-21,1993-03-31,어린이집,공공,실외,미포함,2024-02-16
35817,소망어린이공원 놀이터,광주광역시 서구 운천로114번길 7-10,1993-03-31,주택단지,민간,실외,미포함,2024-02-16
35826,은송어린이집 앞놀이터,광주광역시 북구 면앙로133번길 80 (두암동),2013-03-05,주택단지,민간,실외,미포함,2024-02-16
36014,수완 휴먼시아 4단지 407동 앞 놀이터,"광주광역시 광산구 풍영로145번길 43 (흑석동, 장자울마을 휴먼시아)",2009-08-04,주택단지,민간,실외,미포함,2024-02-16
36015,수완 휴먼시아 4단지 유아 놀이터,"광주광역시 광산구 풍영로145번길 43 (흑석동, 장자울마을 휴먼시아)",2009-08-04,주택단지,민간,실외,미포함,2024-02-16
36016,수완 휴먼시아 4단지 405동 앞 놀이터,"광주광역시 광산구 풍영로145번길 43 (흑석동, 장자울마을 휴먼시아)",2009-08-04,주택단지,민간,실외,미포함,2024-02-16
36017,수완 휴먼시아 5단지 502동 옆 놀이터,"광주광역시 광산구 풍영로145번길 42 (흑석동, 장자울마을 휴먼시아)",2009-08-04,주택단지,민간,실외,미포함,2024-02-16
36018,수완 휴먼시아 5단지 501동 앞 놀이터,"광주광역시 광산구 풍영로145번길 42 (흑석동, 장자울마을 휴먼시아)",2009-08-04,주택단지,민간,실외,미포함,2024-02-16
36118,일곡동청솔2차아파트어린이놀이터,"광주광역시 북구 설죽로 555 (일곡동, 일곡2차청솔아파트)",2000-08-31,주택단지,민간,실외,미포함,2024-02-16
36797,금호동부영1차아파트 102동 104동 사이놀이터,"광주광역시 서구 화개1로24번길 10(금호동, 풍암부영1차아파트)",2000-08-01,주택단지,민간,실외,미포함,2024-02-16
36798,금호동부영1차아파트 관리사무소앞놀이터,"광주광역시 서구 화개1로24번길 10(금호동, 풍암부영1차아파트)",2000-08-01,주택단지,민간,실외,미포함,2024-02-16
36809,가온 어린이공원 놀이터,광주광역시 광산구 신가동 961-2번지,1999-12-06,주택단지,민간,실외,미포함,2024-02-16
36810,라온 어린이공원 놀이터,광주광역시 광산구 산월동 882-2,2004-12-23,주택단지,민간,실외,미포함,2024-02-16
36811,화정광명아파트 놀이터,"광주광역시 서구 월드컵4강로28번길 50-18(화정동, 광명아파트)",1995-08-28,주택단지,민간,실외,미포함,2024-02-16
36812,버들마을1단지 107동 앞 놀이터,"광주광역시 서구 상무버들로40번길 14(유촌동, 버들주공1단지아파트)",2000-09-08,주택단지,민간,실외,미포함,2024-02-16
36813,버들마을1단지 관리사무소 옆 놀이터,"광주광역시 서구 상무버들로40번길 14(유촌동, 버들주공1단지아파트)",2000-04-01,도시공원,공공,실외,미포함,2024-02-16
36908,봉선근린공원 놀이시설,광주광역시 남구 봉선동 1016,2009-08-28,주택단지,민간,실외,미포함,2024-02-16
36930,혜화어린이집 놀이터,광주광역시 광산구 용보로27번길 53 (송정동) 혜화어린이집,1997-12-11,어린이집,민간,실외,미포함,2024-02-16
37063,수완 대주피오레 1단지 104동 전면 놀이터,"광주광역시 광산구 풍영로170번길 39-25 (장덕동, 광주 수완지구 대주 피오레 아파트)",2009-10-08,주택단지,민간,실외,미포함,2024-02-16
37244,화개 어린이공원 내 놀이터,광주광역시 서구 금호동 890번지,2000-12-29,주택단지,민간,실외,미포함,2024-02-16
37356,조각배어린이공원 놀이시설,광주광역시 남구 노대동 768,2009-07-14,주택단지,민간,실외,미포함,2024-02-16
37375,방림휴먼시아 107동 앞 놀이터,"광주광역시 남구 방림로 31 (방림동, 휴먼시아아파트)",2009-09-10,도시공원,공공,실외,미포함,2024-02-16
37376,방림휴먼시아 102동 앞 놀이터,"광주광역시 남구 방림로 31 (방림동, 휴먼시아아파트)",2009-09-10,주택단지,민간,실외,미포함,2024-02-16
37377,방림휴먼시아 106동 뒤 유아놀이터,"광주광역시 남구 방림로 31 (방림동, 휴먼시아아파트)",2009-09-10,주택단지,민간,실외,미포함,2024-02-16
37454,수완 대주피오레 1단지 105동 전면 놀이터,"광주광역시 광산구 풍영로170번길 39-25 (장덕동, 광주 수완지구 대주 피오레 아파트)",2009-10-08,도시공원,공공,실외,미포함,2024-02-16
37465,수완피오레 6단지 어린이놀이시설,"광주광역시 광산구 수완로73번길 40 (수완동, 수완 대주피오레 6단지)",2009-07-24,주택단지,민간,실외,미포함,2024-02-16
37486,삼성아파트 놀이터,"광주광역시 동구 밤실로30번길 11 (지산동, 삼성아파트)",2009-08-20,도시공원,공공,실외,미포함,2024-02-16
37553,원두공원 놀이터,광주광역시 광산구 월전동 139-32번지,2009-10-19,도시공원,공공,실외,미포함,2024-02-16
37665,금호부영1차아파트 105동 106동 사이 놀이터,"광주광역시 서구 화개1로24번길 10(금호동, 풍암부영1차아파트)",2000-08-01,도시공원,공공,실외,미포함,2024-02-16
37666,현대아파트 놀이터,"광주광역시 남구 독립로54번길 29 (백운동, 현대아파트)",2009-11-06,주택단지,공공,실외,미포함,2024-02-16
37718,양동 금호2차아파트 놀이터,"광주광역시 서구 천변좌로 264 (양동, 금호아파트) 금호2차 아파트",1985-11-01,도시공원,공공,실외,미포함,2024-02-16
37719,동림동_삼호가든아파트,"광주광역시 북구 북문대로 235 (동림동, 삼호가든아파트)",2009-07-24,주택단지,민간,실외,미포함,2024-02-16
37720,용수 어린이공원 놀이터,광주광역시 광산구 신창동 1170번지,2004-12-10,도시공원,공공,실외,미포함,2024-02-16
37862,남구구립카리타스어린이집 놀이터,광주광역시 남구 용대로183번길 13 (방림동),2009-08-25,도시공원,공공,실외,미포함,2024-02-16
38039,한양아파트 놀이터,"광주광역시 서구 월드컵4강로28번길 46(화정동, 한양아파트)",1998-10-26,도시공원,공공,실외,미포함,2024-02-16
38055,금당어린이집 놀이터,광주광역시 남구 회서로22번나길 12 (주월동),2010-07-27,도시공원,공공,실외,미포함,2024-02-16
38226,수완휴먼시아8단지 808동 측면 유아놀이터,"광주광역시 광산구 풍영로330번길 15 (장덕동, 고실마을 휴먼시아)",2010-08-24,도시공원,공공,실외,미포함,2024-02-16
38227,수완휴먼시아8단지 803동 앞 어린이 놀이터 1,"광주광역시 광산구 풍영로330번길 15 (장덕동, 고실마을 휴먼시아)",2010-08-24,주택단지,민간,실외,미포함,2024-02-16
38834,꿈사랑 어린이공원 놀이터,광주광역시 광산구 운남동 771-4,1997-05-19,주택단지,민간,실외,미포함,2024-02-16
38839,방림라인효친1차 아파트 놀이터,"광주광역시 남구 용대로 131 (방림동, 라인효친아파트)",2010-06-10,주택단지,민간,실외,미포함,2024-02-16
38884,주은모아아파트 관리사무소옆 어린이놀이시설,"광주광역시 서구 풍암2로 36 (풍암동, 주은모아아파트)",2010-07-14,주택단지,민간,실외,미포함,2024-02-16
38885,풍암우미광장아파트 107동앞놀이시설,"광주광역시 서구 풍암순환로 191(풍암동, 우미아파트)",2000-04-24,도시공원,공공,실외,미포함,2024-02-16
38886,새한센시빌아파트 어린이놀이터2,"광주광역시 서구 풍암순환로 54(풍암동, 신암마을 새한센시빌아파트)",2001-02-10,주택단지,민간,실외,미포함,2024-02-16
38890,방죽어린이공원 놀이시설,광주광역시 남구 봉선동 484-4,2010-07-21,주택단지,민간,실외,미포함,2024-02-16
38891,해오리공원 놀이터,광주광역시 서구 마륵로 115,1998-01-19,어린이집,민간,실외,미포함,2024-02-16
38894,당산 어린이공원 놀이터,광주광역시 서구 풍암동 1129,2000-12-29,주택단지,민간,실외,미포함,2024-02-16
38897,햇살 어린이공원 놀이터,광주광역시 서구 금호동 862,2000-12-29,어린이집,공공,실외,미포함,2024-02-16
38898,금부어린이공원 놀이터,광주광역시 서구 금화로73번길 28-8,1997-12-31,도시공원,공공,실외,미포함,2024-02-16
38946,동림동삼익아파트 관리동옆놀이시설,광주광역시 북구 유림로 175 (동림동),2010-06-10,주택단지,민간,실외,미포함,2024-02-16
39043,운천어린이공원 놀이터,광주광역시 서구 치평로 67,1998-01-19,주택단지,민간,실외,미포함,2024-02-16
39219,금호동 도시공사2단지 어린이놀이터,"광주광역시 서구 금화로115번길 23(금호동, 도개공2차아파트)",1998-07-25,주택단지,민간,실외,미포함,2024-02-16
39240,선광 어린이공원 놀이터,광주광역시 광산구 신가동 1009,1999-12-06,주택단지,민간,실외,미포함,2024-02-16
39243,가마어린이공원 놀이터,광주광역시 북구 본촌동 3080,2001-09-14,도시공원,공공,실외,미포함,2024-02-16
39309,소망어린이공원 놀이터,광주광역시 북구 문산로 27-7 (문흥동) 문흥동 1010-3,1991-12-31,주택단지,민간,실외,미포함,2024-02-16
39395,풍암동 한국아파트 놀이터,"광주광역시 서구 풍암2로 84 (풍암동, 한국아파트)",1999-03-05,주택단지,민간,실외,미포함,2024-02-16
39399,본촌산단어린이공원 놀이터,광주광역시 북구 양산동 1090,2001-09-14,주택단지,민간,실외,미포함,2024-02-16
39401,화정동 대주아파트 어린이 놀이터,"광주광역시 서구 화운로 37(화정동, 대주아파트)",1992-12-03,주택단지,민간,실외,미포함,2024-02-16
39461,양산동우미아파트 101동놀이터,"광주광역시 북구 상촌로 24 (양산동, 우미아파트)",2010-06-18,주택단지,민간,실외,미포함,2024-02-16
39563,풍금어린이공원 놀이터,광주광역시 서구 금화로115번길 3,1997-12-31,주택단지,민간,실외,미포함,2024-02-16
39857,오치동무등파크맨션,광주광역시 북구 천지인로 47-3 (오치동),2009-12-09,도시공원,공공,실외,미포함,2024-02-16
39858,송하진아리채 아파트 놀이터(1단지),"광주광역시 남구 원효천1길 16 (송하동, 진아리채5차 1단지)",2009-12-07,도시공원,공공,실외,미포함,2024-02-16
39972,삼각동_그린타운(놀이터4_111~112 사이),"광주광역시 북구 설죽로389번길 70 (삼각동, 그린타운 아파트)",1997-07-04,주택단지,민간,실외,미포함,2024-02-16
40295,글로벌리더 어린이집,광주광역시 서구 월산로245번길 10-14,2003-07-01,어린이집,민간,실외,미포함,2024-02-16
40352,명지아파트 놀이터,"광주광역시 남구 금화로376번길 34 (주월동, 명지아파트)",2009-11-26,도시공원,공공,실외,미포함,2024-02-16
40689,수완호수공원 키즈랜드 놀이터,광주광역시 광산구 장신로82번길 57 (장덕동),2009-11-03,주택단지,민간,실외,미포함,2024-02-16
40737,각화동_주공아파트(101동 앞),"광주광역시 북구 군왕로207번길 20 (각화동, 주공아파트)",2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40741,오치동_주공1단지아파트(103동 앞),"광주광역시 북구 서하로194번길 6 (오치동, 오치 영구임대아파트)",2023-02-28,주택단지,민간,실외,미포함,2024-02-16
40742,오치동_주공1단지아파트(104동 앞),"광주광역시 북구 서하로194번길 6 (오치동, 오치 영구임대아파트)",2009-11-23,도시공원,공공,실외,미포함,2024-02-16
40743,오치동_주공1단지아파트(107동 앞),"광주광역시 북구 서하로194번길 6 (오치동, 오치 영구임대아파트)",2009-11-23,도시공원,공공,실외,미포함,2024-02-16
40744,우산주공3단지아파트 관리사무소앞놀이터,"광주광역시 북구 중문로 55 (우산동, 주공3차아파트)",2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40745,두암동_주공2단지아파트(203동 옆),광주광역시 북구 삼정로 7 (두암동),2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40746,두암동_주공2단지아파트(207동 뒤 놀이터),광주광역시 북구 삼정로 7 (두암동),2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40747,두암동_주공2단지아파트(209동 옆 놀이터),광주광역시 북구 삼정로 7 (두암동),2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40749,두암동주공4단지아파트(404동 옆 놀이터),"광주광역시 북구 삼정로 10 (두암동, 주공 4단지 아파트)",2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40750,쌍촌주공아파트 106동 앞 놀이터,광주광역시 서구 쌍학로 47(쌍촌동),1991-04-01,주택단지,민간,실외,미포함,2024-02-16
40751,하남1단지주공아파트 105동 앞 놀이터,"광주광역시 광산구 월곡산정로 12 (우산동, 하남주공아파트 1차/2차 아파트)",2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40752,하남1단지주공아파트 복지관 앞 놀이터,"광주광역시 광산구 월곡산정로 12 (우산동, 하남주공아파트 1차/2차 아파트)",2009-11-23,주택단지,민간,실외,미포함,2024-02-16
40931,더쉴아파트 1단지 101-102동 사이 놀이터,"광주광역시 남구 제석로 72 (봉선동, 봉선더쉴1단지)",2009-11-03,어린이집,민간,실외,미포함,2024-02-16
40932,더쉴아파트 2단지 201동 뒤 놀이터,"광주광역시 남구 제석로 70 (봉선동, 봉선더쉴2단지)",2009-11-03,도시공원,공공,실외,미포함,2024-02-16
41107,남구 구립 효사랑하나어린이집 놀이터,광주광역시 남구 대남대로308번길 33 (월산동),2009-11-30,도시공원,공공,실외,미포함,2024-02-16
41108,빛사랑어린이집 놀이터,광주광역시 북구 우치로303번길 31 (오치동),2009-11-10,주택단지,민간,실외,미포함,2024-02-16
41158,송산근린공원 놀이터,광주광역시 광산구 송산동 195,2009-12-23,주택단지,민간,실외,미포함,2024-02-16
41229,앰코코리아(주) 복지동 앞 놀이터,광주광역시 북구 앰코로 100 (대촌동),2009-11-13,주택단지,민간,실외,미포함,2024-02-16
41275,상무1차우미아파트 102동앞놀이터,"광주광역시 서구 상무공원로 35(치평동, 상무1차우미아파트)",1997-05-01,주택단지,민간,실외,미포함,2024-02-16
41276,상무1차우미아파트 104동앞놀이터,"광주광역시 서구 상무공원로 35(치평동, 상무1차우미아파트)",1997-05-01,주택단지,민간,실외,미포함,2024-02-16
41310,열린나라어린이집 놀이터,광주광역시 남구 군분로99번길 17 (주월동),2009-12-28,주택단지,민간,실외,미포함,2024-02-16
41311,삼일아파트 1동옆놀이터,"광주광역시 남구 용대로171번길 7 (방림동, 삼일아파트)",2009-12-17,어린이집,민간,실외,미포함,2024-02-16
41312,모아1단지1차아파트 놀이터,"광주광역시 남구 봉선중앙로 115 (봉선동, 모아아파트)",1986-12-16,주택단지,민간,실외,미포함,2024-02-16
41383,동림동_주공2단지아파트(204동 앞),광주광역시 북구 북문대로242번길 50 (동림동),2009-11-20,주택단지,민간,실외,미포함,2024-02-16
41384,동림동_주공2단지아파트(관리사무소 앞),광주광역시 북구 북문대로242번길 50 (동림동),2009-11-20,주택단지,민간,실외,미포함,2024-02-16
41389,영신어린이집 놀이터,광주광역시 동구 화산로 237-5 (용산동),2009-11-27,주택단지,민간,실외,미포함,2024-02-16
41415,송하동삼익아파트 107동뒤놀이터,"광주광역시 남구 서문대로556번길 6 (송하동, 삼익아파트)",1997-04-30,주택단지,민간,실외,미포함,2024-02-16
41455,아름다운어린이집 놀이터,광주광역시 북구 비엔날레로 54-22 (운암동),2009-11-02,주택단지,민간,실외,미포함,2024-02-16
41531,봉선3 어린이공원 놀이시설,광주광역시 남구 봉선동 1008,2009-11-27,주택단지,민간,실외,미포함,2024-02-16
41560,일곡청솔4차아파트 4동앞놀이시설,"광주광역시 북구 일곡마을로 10 (일곡동, 청솔4차아파트)",2001-02-26,주택단지,민간,실외,미포함,2024-02-16
41561,동운어린이집 놀이터,광주광역시 북구 북문대로20번길 23 (운암동),2009-12-28,주택단지,민간,실외,미포함,2024-02-16
41767,광천 대림 e-편한세상 123동 앞 놀이터,"광주광역시 서구 화운로 278(광천동, 101동)",2009-12-07,어린이집,민간,실외,미포함,2024-02-16
41768,광천 대림 e-편한세상 106동 앞 놀이터,"광주광역시 서구 화운로 278(광천동, 101동)",2009-12-07,주택단지,민간,실외,미포함,2024-02-16
41769,광천 대림 e-편한세상 111동 앞 놀이터,"광주광역시 서구 화운로 278(광천동, 101동)",2009-12-07,주택단지,민간,실외,미포함,2024-02-16
41832,문흥대주3차아파트 놀이터,"광주광역시 북구 서하로 416 (문흥동, 문흥동 대주아파트)",2009-11-19,어린이집,민간,실외,미포함,2024-02-16
41880,무지개어린이공원 놀이터,광주광역시 동구 운림동 693,2009-11-25,주택단지,민간,실외,미포함,2024-02-16
41947,사랑어린이공원 놀이터,광주광역시 서구 금부로103번길 16-10,1993-03-31,주택단지,민간,실외,미포함,2024-02-16
