pfct_sn,pfct_nm,addr,instl_ymd,instl_place_cd_nm,prvt_pblc_yn_cd_nm,idrodr_cd_nm,incld_water,updated_date
12091,리버힐아파트 102동 놀이터,"광주광역시 광산구 우산로 47 (우산동, 리버힐아파트)",1992-01-01,주택단지,민간,실외,미포함,2024-02-16
12093,리버힐아파트 105동 놀이터,"광주광역시 광산구 우산로 47 (우산동, 리버힐아파트)",1992-01-01,주택단지,민간,실외,미포함,2024-02-16
12094,영천마을 주공9단지-3,"광주광역시 광산구 풍영로 63 (월곡동, 영천마을 주공아파트)",2003-05-16,주택단지,민간,실외,미포함,2024-02-16
12095,태양아파트 놀이시설,"광주광역시 광산구 산정공원로71번길 27 (산정동, 태양아파트)",2012-05-07,주택단지,민간,실외,미포함,2024-02-16
12097,첨단신동아아파트 105동옆 어린이놀이시설,"광주광역시 광산구 첨단중앙로181번길 88-22 (월계동, 신동아아파트)",2014-01-22,주택단지,민간,실외,미포함,2024-02-16
12098,첨단선경아파트 관리동 어린이놀이터,"광주광역시 광산구 첨단중앙로181번길 42-25 (월계동, 첨단 선경아파트)",1997-11-20,주택단지,민간,실외,미포함,2024-02-16
12099,첨단선경아파트 107동 어린이놀이터,"광주광역시 광산구 첨단중앙로181번길 42-25 (월계동, 첨단 선경아파트)",1997-11-20,주택단지,민간,실외,미포함,2024-02-16
12100,첨단모아,광주광역시 광산구 첨단중앙로181번길 6 (월계동),2003-11-01,주택단지,민간,실외,미포함,2024-02-16
12101,첨단 금광아파트,"광주광역시 광산구 첨단중앙로181번길 42-4 (월계동, 첨단과학산업단지 금광아파트)",1997-03-28,주택단지,민간,실외,미포함,2024-02-16
12102,첨단우미2차,"광주광역시 광산구 임방울대로 673-13 (월계동, 첨단과학산업단지 2차우미아파트)",1997-08-20,주택단지,민간,실외,미포함,2024-02-16
12103,첨단라인7차,"광주광역시 광산구 임방울대로 673-5 (월계동, 첨단7차 라인아파트)",1997-09-12,어린이집,민간,실외,미포함,2024-02-16
12104,첨단라인8차 어린이놀이시설,"광주광역시 광산구 첨단내촌로 101 (월계동, 첨단8차라인아파트)",1997-01-01,주택단지,민간,실외,미포함,2024-02-16
12105,첨단우미3차,"광주광역시 광산구 첨단내촌로 93 (월계동, 첨단과학산업단지 3차우미아파트)",1997-08-22,주택단지,민간,실외,미포함,2024-02-16
12106,첨단남양파크,"광주광역시 광산구 월계로 137 (월계동, 첨단남양파크)",1996-03-25,주택단지,민간,실외,미포함,2024-02-16
12107,첨단두산2차아파트 어린이놀이터,"광주광역시 광산구 월계로 117-22 (월계동, 첨단두산2차아파트)",2011-08-10,주택단지,민간,실외,미포함,2024-02-16
12109,운남동삼성아파트 104동놀이시설,"광주광역시 광산구 임방울대로 142-12 (운남동, 삼성아파트)",1996-12-06,주택단지,민간,실외,미포함,2024-02-16
12110,운남동삼성아파트 113동놀이시설,"광주광역시 광산구 임방울대로 142-12 (운남동, 삼성아파트)",1996-12-06,주택단지,민간,실외,미포함,2024-02-16
12111,운남목련마을5단지아파트 505동앞놀이시설,"광주광역시 광산구 하남대로 248-10 (운남동, 운남주공5단지아파트)",2014-08-04,주택단지,민간,실외,미포함,2024-02-16
12112,운남목련마을5단지아파트 514동앞놀이시설,"광주광역시 광산구 하남대로 248-10 (운남동, 운남주공5단지아파트)",2014-08-04,주택단지,민간,실외,미포함,2024-02-16
12113,운남목련마을5단지아파트 508동앞놀이시설,"광주광역시 광산구 하남대로 248-10 (운남동, 운남주공5단지아파트)",2014-08-04,주택단지,민간,실외,미포함,2024-02-16
12115,운남목련마을5단지아파트 유아놀이시설,"광주광역시 광산구 하남대로 248-10 (운남동, 운남주공5단지아파트)",2014-08-04,주택단지,민간,실외,미포함,2024-02-16
12121,운남주공2단지 209동 옆,"광주광역시 광산구 목련로273번길 76 (운남동, 운남주공1단지아파트,운남주공2단지아파트)",1993-09-28,주택단지,민간,실외,미포함,2024-02-16
12123,운남주공3단지-2,"광주광역시 광산구 목련로 307-11 (운남동, 운남주공3단지아파트)",1996-01-01,주택단지,민간,실외,미포함,2024-02-16
12124,운남주공3단지-3,"광주광역시 광산구 목련로 307-11 (운남동, 운남주공3단지아파트)",1996-01-01,주택단지,민간,실외,미포함,2024-02-16
12126,운남주공8단지 805동 앞,"광주광역시 광산구 목련로153번길 143 (운남동, 운남8단지 주공아파트)",2000-09-16,주택단지,민간,실외,미포함,2024-02-16
12127,운남주공8단지 806동 옆,"광주광역시 광산구 목련로153번길 143 (운남동, 운남8단지 주공아파트)",2000-09-16,주택단지,민간,실외,미포함,2024-02-16
12128,운남주공8단지 809동옆,"광주광역시 광산구 목련로153번길 143 (운남동, 운남8단지 주공아파트)",2000-09-16,주택단지,민간,실외,미포함,2024-02-16
12130,운남주공6단지 관리소앞놀이터,"광주광역시 광산구 목련로153번길 134 (운남동, 광주운남6단지주공아파트)",2001-01-01,주택단지,민간,실외,미포함,2024-02-16
12132,운남주공6단지 601동앞놀이터,"광주광역시 광산구 목련로153번길 134 (운남동, 광주운남6단지주공아파트)",2001-01-01,주택단지,민간,실외,미포함,2024-02-16
12133,신창부영3차-1,"광주광역시 광산구 신창로161번길 34 (신창동, 신창3차부영사랑으로)",2006-08-23,주택단지,민간,실외,미포함,2024-02-16
12134,신창부영3차-2,"광주광역시 광산구 신창로161번길 34 (신창동, 신창3차부영사랑으로)",2006-08-23,주택단지,민간,실외,미포함,2024-02-16
12135,신창부영3차-3,"광주광역시 광산구 신창로161번길 34 (신창동, 신창3차부영사랑으로)",2006-08-23,주택단지,민간,실외,미포함,2024-02-16
12136,신창 모아미래도,"광주광역시 광산구 북문대로419번길 27-7 (신창동, 신창동 모아 미래도 아파트)",2015-01-09,주택단지,민간,실외,미포함,2024-02-16
12137,수완우미린1차 우주놀이터(105동 앞),"광주광역시 광산구 수완로33번길 22 (수완동, 수완1차우미린아파트)",2008-07-08,어린이집,민간,실외,미포함,2024-02-16
12138,수완우미린1차 버들놀이터(102동 앞),"광주광역시 광산구 수완로33번길 22 (수완동, 수완1차우미린아파트)",2008-07-08,주택단지,민간,실외,미포함,2024-02-16
12139,수완동현진에버빌1단지아파트 어린이놀이터#1,"광주광역시 광산구 장덕로 138 (수완동, 해솔마을 현진에버빌1단지)",2009-03-22,도시공원,공공,실외,미포함,2024-02-16
12140,수완동현진에버빌1단지아파트 어린이놀이터#2,"광주광역시 광산구 장덕로 138 (수완동, 해솔마을 현진에버빌1단지)",2009-03-22,어린이집,민간,실외,미포함,2024-02-16
12141,수완동현진에버빌1단지아파트 유아놀이터,"광주광역시 광산구 장덕로 138 (수완동, 해솔마을 현진에버빌1단지)",2009-03-22,어린이집,민간,실외,미포함,2024-02-16
12144,응암근린공원 놀이터,광주광역시 광산구 임방울대로 673-12 (월계동),1996-12-30,어린이집,민간,실내,미포함,2024-02-16
12150,대덕 어린이공원 놀이터,광주광역시 광산구 우산동 1039-1,1988-08-23,주택단지,민간,실외,미포함,2024-02-16
12159,수랑 어린이공원 놀이터,광주광역시 광산구 우산동 1602-1,1991-12-26,주택단지,민간,실외,미포함,2024-02-16
12160,빛뫼 어린이공원 놀이터,광주광역시 광산구 비아로135번길 22-7 (비아동) 비아동 667-1,1994-07-20,주택단지,민간,실외,미포함,2024-02-16
12161,꽃밭등 어린이공원 놀이터,광주광역시 광산구 비아로62번길 56-24 (비아동),1994-07-20,주택단지,민간,실외,미포함,2024-02-16
12162,조형 어린이공원 놀이터,광주광역시 광산구 비아안길 19 (비아동) 광산구 비아동 689-3,1994-07-20,주택단지,민간,실외,미포함,2024-02-16
12163,아산 어린이공원 놀이터,광주광역시 광산구 비아로34번길 52 (비아동) 광산구 비아동 699-1,1994-07-20,주택단지,민간,실내,미포함,2024-02-16
12164,비아 어린이공원 놀이터,광주광역시 광산구 비아로24번길 24 (비아동),1994-07-20,주택단지,공공,실외,미포함,2024-02-16
12165,도루메 어린이공원 놀이터,광주광역시 광산구 도산동 1287-5,1994-07-20,어린이집,민간,실내,미포함,2024-02-16
12166,임방울 어린이공원 놀이터,광주광역시 광산구 도산동 1296-1,1994-07-20,도시공원,공공,실외,미포함,2024-02-16
12167,목련 어린이공원 놀이터,광주광역시 광산구 운남동 770-1,1997-05-19,도시공원,공공,실외,미포함,2024-02-16
12169,여울빛 어린이공원 놀이터,광주광역시 광산구 운남동 777-4,1997-05-19,도시공원,공공,실외,미포함,2024-02-16
12173,쉼목 어린이공원 놀이터,광주광역시 광산구 신가동 981-1,1999-12-06,주택단지,공공,실외,미포함,2024-02-16
12174,야호숲 어린이공원 놀이터,광주광역시 광산구 월곡동 685-2,2003-05-16,도시공원,공공,실외,미포함,2024-02-16
12175,풍영정천 어린이공원 놀이터,광주광역시 광산구 운남동 781-2,2000-10-25,도시공원,공공,실외,미포함,2024-02-16
12202,송정미라어린이집 놀이터,광주광역시 광산구 송정로15번길 37 (송정동) 송정미라어린이집,2003-03-18,주택단지,민간,실외,미포함,2024-02-16
12205,첨단산월어린이집 놀이터,광주광역시 광산구 월봉반월길 183 (산월동) 첨단산월어린이집,2005-03-01,주택단지,민간,실외,미포함,2024-02-16
12206,해맑은어린이집 놀이터,광주광역시 광산구 소촌로42번길 11-14 (소촌동) 해맑은어린이집,2005-01-20,주택단지,민간,실외,미포함,2024-02-16
12208,뽀뽀뽀어린이집 놀이터,광주광역시 광산구 송도로162번길 28 (도산동) 뽀뽀뽀어린이집,2001-08-01,주택단지,민간,실외,미포함,2024-02-16
12213,송정중앙어린이집 놀이시설,광주광역시 광산구 소촌로 169 (소촌동) 송정중앙어린이집,2008-01-15,주택단지,민간,실외,미포함,2024-02-16
12215,하늘예어린이집 놀이터,광주광역시 광산구 목련로382번길 90 (신가동) 하늘예어린이집,2008-04-23,대규모점포,민간,실내,미포함,2024-02-16
12218,은광어린이집 놀이터,광주광역시 광산구 월곡중앙로54번길 21-7 (월곡동) 은광어린이집,1999-11-16,주택단지,민간,실외,미포함,2024-02-16
12221,빛나라어린이집 놀이터,광주광역시 광산구 상도산길 28 (도산동) 빛나라어린이집,2010-10-12,도시공원,공공,실외,미포함,2024-02-16
12222,사랑숲어린이집 놀이터,광주광역시 광산구 송도로 168-10 (도산동) 사랑숲어린이집,2007-01-25,도시공원,공공,실외,미포함,2024-02-16
12223,소촌어린이집 놀이터,광주광역시 광산구 어등대로647번길 38 (소촌동) 소촌어린이집,1996-04-01,주택단지,민간,실외,미포함,2024-02-16
12226,송정지혜숲어린이집 놀이터,광주광역시 광산구 송도로182번길 15-24 (도산동) 송정지혜숲어린이집,2007-05-01,도시공원,공공,실외,미포함,2024-02-16
12230,신나는어린이집 놀이터,광주광역시 광산구 도산로 39 (도산동) 신나는어린이집,2004-03-09,주택단지,민간,실외,미포함,2024-02-16
12233,첨단영재어린이집놀이터,광주광역시 광산구 월계로16번길 28 (월계동) 첨단영재어린이집,2004-02-18,주택단지,민간,실외,미포함,2024-02-16
12236,덴마크어린이집 놀이터,광주광역시 광산구 산정공원로 76-14 (월곡동) 덴마크어린이집,2010-12-09,주택단지,민간,실외,미포함,2024-02-16
23093,동천3단지 휴먼시아 305동 후면 놀이터,"광주광역시 서구 동천로18번길 19(동천동, 동천마을3단지휴먼시아아파트)",2008-06-18,도시공원,공공,실외,미포함,2024-02-16
23111,수완지구 부영1차 아파트 105~106동 사이 놀이터,"광주광역시 광산구 장덕로6번길 59 (장덕동, 장덕마을 부영 애시앙) 수완지구 부영1차 아파트",2008-06-02,도시공원,공공,실외,미포함,2024-02-16
23139,금호빛여울채아파트 306동 앞 놀이터,"광주광역시 서구 운천로32번길 23(금호동, 금호시영3단지아파트)",1993-12-01,도시공원,공공,실외,미포함,2024-02-16
23155,한마음어린이공원 놀이터,광주광역시 북구 동림용산로 12 (동림동),2013-07-18,도시공원,공공,실외,미포함,2024-02-16
23156,새싹어린이공원 놀이시설,광주광역시 북구 면앙로192번길 22 (두암동),2008-09-05,어린이집,민간,실외,미포함,2024-02-16
23157,군황어린이공원 놀이터,광주광역시 북구 무진성길 58 (두암동),1990-12-12,도시공원,공공,실외,미포함,2024-02-16
23158,늘푸른어린이공원 놀이터,광주광역시 북구 부남길26번길 20 (문흥동),2013-08-19,도시공원,공공,실외,미포함,2024-02-16
23159,용수어린이공원 놀이터,광주광역시 북구 삼각동 770-2,2008-08-14,도시공원,공공,실외,미포함,2024-02-16
23161,일동어린이공원 놀이터,광주광역시 북구 일곡동 902-1,1995-06-16,어린이집,민간,실외,미포함,2024-02-16
23162,문화근린공원 놀이터,광주광역시 북구 대천로 86 (문흥동),1991-12-31,주택단지,민간,실외,미포함,2024-02-16
23163,일곡제3근린공원 놀이터,광주광역시 북구 양일로 297 (일곡동),2013-09-12,주택단지,민간,실외,미포함,2024-02-16
23171,수완지구 제13호 (버들) 어린이공원,광주광역시 광산구 신가동 1305,2008-07-23,도시공원,공공,실외,미포함,2024-02-16
23191,동천호반베르디움아파트 어린이놀이터1,"광주광역시 서구 하남대로680번길 10(동천동, 호반베르디움아파트)",2008-08-26,어린이집,민간,실외,미포함,2024-02-16
23223,광주과학기술원 국제관 놀이터,광주광역시 북구 첨단과기로 123 (오룡동),2013-12-06,주택단지,민간,실외,미포함,2024-02-16
23261,목우아파트 놀이터,"광주광역시 남구 백운로66번길 8 (백운동, 목우아파트)",2010-03-26,주택단지,민간,실외,미포함,2024-02-16
23311,금호대우아파트 103동 앞 놀이터,"광주광역시 서구 치평로 107(치평동, 금호대우아파트)",1997-12-27,주택단지,민간,실외,미포함,2024-02-16
23316,신평어린이공원 놀이터,광주광역시 북구 용두동 311-36,2010-04-02,주택단지,민간,실외,미포함,2024-02-16
23374,신가도시공사 105동 앞(별초롱놀이터),"광주광역시 광산구 수등로258번길 13 (신가동, 도시공사아파트)",2008-06-16,도시공원,공공,실외,미포함,2024-02-16
23375,신가도시공사 103동 앞(꿈초롱놀이터),"광주광역시 광산구 수등로258번길 13 (신가동, 도시공사아파트)",2008-06-16,도시공원,공공,실외,미포함,2024-02-16
23383,동천3단지 휴먼시아 309동 옆 놀이터,"광주광역시 서구 동천로18번길 19(동천동, 동천마을3단지휴먼시아아파트)",2008-06-18,주택단지,민간,실외,미포함,2024-02-16
23384,동천3단지 휴먼시아 302동 후면 놀이터,"광주광역시 서구 동천로18번길 19(동천동, 동천마을3단지휴먼시아아파트)",2008-06-18,주택단지,민간,실외,미포함,2024-02-16
23385,동천3단지 휴먼시아 주민복지관 옆 유아놀이터,"광주광역시 서구 동천로18번길 19(동천동, 동천마을3단지휴먼시아아파트)",2008-06-18,주택단지,민간,실외,미포함,2024-02-16
23525,동림동_푸른마을주공1단지(관리사무소옆),광주광역시 북구 북문대로242번길 50 (동림동),2013-05-23,도시공원,공공,실외,포함,2024-02-16
23674,따사로움 어린이공원 놀이터,광주광역시 광산구 산정동 1025번지,2008-06-03,어린이집,민간,실외,미포함,2024-02-16
23675,부엉 어린이공원 놀이터,광주광역시 광산구 산정동 1058번지,2008-06-03,도시공원,공공,실외,미포함,2024-02-16
23676,역산 어린이공원 놀이터,광주광역시 광산구 산정동 광주 광산구 산정동 1121번지,2008-06-03,도시공원,공공,실외,미포함,2024-02-16
23731,수완지구 부영1차 아파트 104~105동 사이 놀이터,"광주광역시 광산구 장덕로6번길 59 (장덕동, 장덕마을 부영 애시앙)",2008-06-02,어린이집,민간,실외,미포함,2024-02-16
23734,광주양림휴먼시아아파트 201동 옆 놀이터,"광주광역시 남구 정율성로 7 (양림동, 휴먼시아2차아파트)",2008-06-02,주택단지,민간,실외,미포함,2024-02-16
23735,광주양림휴먼시아아파트 202동 앞 놀이터,"광주광역시 남구 정율성로 7 (양림동, 휴먼시아2차아파트)",2008-06-02,주택단지,민간,실외,미포함,2024-02-16
23736,광주양림휴먼시아아파트 관리사무소 앞 놀이터,"광주광역시 남구 정율성로 7 (양림동, 휴먼시아2차아파트)",2008-06-02,주택단지,민간,실외,미포함,2024-02-16
23977,일곡한일아파트 101동앞 어린이놀이시설,"광주광역시 북구 일곡택지로 60 (일곡동, 한일아파트)",2010-01-08,주택단지,민간,실외,미포함,2024-02-16
24045,우성2차아파트 놀이터,"광주광역시 서구 염화로40번길 6(화정동, 우성아파트)",1987-01-01,주택단지,민간,실외,미포함,2024-02-16
24048,방림1 어린이공원 놀이시설,광주광역시 남구 용대로183번길 13 (방림동),2010-01-08,주택단지,민간,실외,미포함,2024-02-16
24108,풍암어린이공원 놀이터,광주광역시 서구 풍암동 680-1,2010-01-18,주택단지,민간,실외,미포함,2024-02-16
24110,신용동_첨단자이1차아파트(103동106동사이),광주광역시 북구 임방울대로1042번길 14-1 (신용동),2010-01-29,주택단지,민간,실외,미포함,2024-02-16
24111,신용동_첨단자이1차아파트(107동108동사이),광주광역시 북구 임방울대로1042번길 14-1 (신용동),2010-01-29,주택단지,민간,실외,미포함,2024-02-16
24195,주보라 어린이집 놀이터,광주광역시 남구 대남대로247번길 12-1 (백운동),2010-02-10,주택단지,공공,실외,미포함,2024-02-16
24210,세은5 어린이공원 놀이시설,광주광역시 남구 월산동 1047-13,2010-02-16,주택단지,민간,실외,미포함,2024-02-16
24262,우산빛여울채아파트 209동 옆 놀이터,"광주광역시 광산구 우산로 17 (우산동, 우산빛여울채) (우산동, 우산빛여울채)",2010-02-26,주택단지,민간,실외,미포함,2024-02-16
24263,우산빛여울채아파트 203동 옆 놀이터,"광주광역시 광산구 우산로 17 (우산동, 우산빛여울채) (우산동, 우산빛여울채)",2010-02-26,주택단지,민간,실외,미포함,2024-02-16
24264,금호빛여울채아파트 302동 앞 놀이터,"광주광역시 서구 운천로32번길 23(금호동, 금호시영3단지아파트)",1993-12-01,주택단지,민간,실외,미포함,2024-02-16
24265,금호빛여울채아파트 303동 앞 놀이터,"광주광역시 서구 운천로32번길 23(금호동, 금호시영3단지아파트)",1993-12-01,도시공원,공공,실외,미포함,2024-02-16
24266,꿈동산어린이공원 어린이놀이시설,광주광역시 북구 군왕로171번길 10-7 (두암동),2010-02-02,도시공원,공공,실외,미포함,2024-02-16
24304,금호 아파트 103동 앞 놀이터(갤러리303),"광주광역시 서구 상무누리로 33(치평동, 갤러리 303)",2010-02-17,도시공원,공공,실외,미포함,2024-02-16
24305,금호 아파트 108동 앞 놀이터(갤러리303),"광주광역시 서구 상무누리로 33(치평동, 갤러리 303)",2010-02-17,주택단지,민간,실외,미포함,2024-02-16
24341,참교육어린이집 어린이놀이시설,"광주광역시 북구 유림로 175 (동림동, 삼익아파트)",2010-02-16,주택단지,민간,실외,미포함,2024-02-16
24455,달맞이어린이공원 놀이시설,광주광역시 남구 노대동 841,2008-06-25,주택단지,민간,실외,미포함,2024-02-16
24456,쟁이마당어린이공원 놀이시설,광주광역시 남구 진월동 산 23-6,2008-06-25,주택단지,민간,실외,미포함,2024-02-16
24458,물빛근린공원 놀이시설,광주광역시 남구 효우로93번길 2 (노대동),2008-06-25,주택단지,민간,실외,미포함,2024-02-16
24515,비아호반아파트 101동 뒤 놀이터,"광주광역시 광산구 비아로 185 (비아동, 하남지구 호반아파트)",2008-06-24,주택단지,민간,실외,미포함,2024-02-16
24516,비아호반아파트 105동 옆 놀이터,"광주광역시 광산구 비아로 185 (비아동, 하남지구 호반아파트)",2008-06-24,주택단지,민간,실외,미포함,2024-02-16
24560,부용어린이공원 놀이터,광주광역시 북구 본촌동 3076,2013-09-12,주택단지,민간,실외,미포함,2024-02-16
24561,본촌어린이공원 놀이터,광주광역시 북구 본촌동 2990,2013-09-12,주택단지,민간,실외,미포함,2024-02-16
24563,양지어린이공원 놀이터,광주광역시 북구 양산동 837,2008-08-13,주택단지,민간,실외,미포함,2024-02-16
24564,양산달빛어린이공원 놀이터,광주광역시 북구 양산동 1006,2013-09-12,주택단지,민간,실외,미포함,2024-02-16
24565,산동어린이공원 놀이터,광주광역시 북구 동림동 1146-2,2013-09-12,주택단지,민간,실외,미포함,2024-02-16
24566,동산어린이공원 놀이터,광주광역시 북구 북문대로242번길 11 (동림동),2013-09-12,주택단지,민간,실외,미포함,2024-02-16
24567,푸른어린이공원 놀이터,광주광역시 북구 동림용산로 30 (동림동) 동림동 1158-1,2013-09-12,주택단지,민간,실외,미포함,2024-02-16
24572,어울림어린이공원 놀이터,광주광역시 북구 서방로148번길 18 (두암동),1987-12-15,주택단지,민간,실외,미포함,2024-02-16
24573,무등어린이공원 놀이터,광주광역시 북구 월동로 67 (두암동) 두암동 595-5,2008-07-30,주택단지,민간,실외,미포함,2024-02-16
24574,무진어린이공원 놀이터,광주광역시 북구 삼정로95번길 27 (두암동),1987-11-11,주택단지,민간,실외,미포함,2024-02-16
24575,초롱어린이공원 놀이터,광주광역시 북구 삼정로82번길 13-4 (두암동),1987-11-11,주택단지,민간,실외,미포함,2024-02-16
24576,부영어린이공원 놀이터,광주광역시 북구 삼정로 71-1 (두암동),2008-09-09,도시공원,공공,실외,미포함,2024-02-16
24577,송학어린이공원 놀이터,광주광역시 북구 삼정로 7 (두암동),1990-12-12,어린이집,민간,실외,미포함,2024-02-16
24579,하백어린이공원 놀이터,광주광역시 북구 하서로 110 (매곡동) 매곡동 83-3,2013-09-12,어린이집,민간,실외,미포함,2024-02-16
24580,평교어린이공원 놀이터,광주광역시 북구 평교로 23 (문흥동),2011-03-14,어린이집,민간,실외,미포함,2024-02-16
24581,진달래어린이공원 놀이터,광주광역시 북구 서하로355번길 12 (문흥동),2013-08-19,주택단지,민간,실외,미포함,2024-02-16
24583,바느실어린이공원 놀이터,광주광역시 북구 대천로 186 (문흥동),1991-12-31,주택단지,민간,실외,미포함,2024-02-16
24587,철쭉어린이공원 놀이터,광주광역시 북구 문산로 4 (문흥동),2009-04-27,주택단지,민간,실외,미포함,2024-02-16
24589,비둘기어린이공원 놀이시설,광주광역시 북구 삼각동 777-2,1995-06-16,어린이집,민간,실외,미포함,2024-02-16
24591,삼각어린이공원 놀이터,광주광역시 북구 삼각동 809-9,1995-06-16,주택단지,민간,실외,미포함,2024-02-16
24592,태봉어린이공원 놀이터,광주광역시 북구 자동차로48번길 34 (신안동),2008-09-01,도시공원,공공,실외,미포함,2024-02-16
24595,샛터어린이공원,광주광역시 북구 오치동 927-1,2008-07-25,주택단지,민간,실외,미포함,2024-02-16
24597,고운어린이공원 놀이터,광주광역시 북구 서하로274번길 16 (오치동),2013-05-23,어린이집,민간,실내,미포함,2024-02-16
24600,봉곡어린이공원 놀이터,광주광역시 북구 용봉동 1232-1,2008-07-23,도시공원,공공,실외,미포함,2024-02-16
24603,용봉중앙어린이공원 놀이터,광주광역시 북구 용봉동 1363-1,2013-09-04,도시공원,공공,실외,미포함,2024-02-16
24604,용봉동부어린이공원 놀이터,광주광역시 북구 저불로70번길 14 (용봉동),2013-09-04,도시공원,공공,실외,포함,2024-02-16
24605,용봉서부어린이공원 놀이터,광주광역시 북구 용봉동 1392-1,2013-09-04,도시공원,공공,실외,미포함,2024-02-16
24607,용봉동어린이공원 놀이터,광주광역시 북구 용봉동 1417-1,2013-08-19,어린이집,민간,실외,미포함,2024-02-16
24608,용흥어린이공원 놀이터,광주광역시 북구 우치로100번길 26 (용봉동),1977-06-11,도시공원,공공,실외,미포함,2024-02-16
24609,그린어린이공원,광주광역시 북구 서방로81번길 88 (우산동),2008-09-05,주택단지,민간,실외,미포함,2024-02-16
24610,현대어린이공원 놀이시설,광주광역시 북구 중문로83번길 7-10 (우산동),2014-06-11,주택단지,민간,실외,미포함,2024-02-16
24611,사랑어린이공원 놀이터,광주광역시 북구 중문로 55 (우산동),1991-06-19,도시공원,공공,실외,미포함,2024-02-16
24612,충효어린이공원 놀이터,광주광역시 북구 서방로39번길 68 (우산동),2013-08-19,주택단지,민간,실외,미포함,2024-02-16
24613,강나루어린이공원 놀이터,광주광역시 서구 동천동 729,2001-11-24,주택단지,민간,실외,미포함,2024-02-16
24614,운암어린이공원 놀이터,광주광역시 북구 운암동 95,1970-06-05,주택단지,민간,실외,미포함,2024-02-16
24616,월산어린이공원 놀이터,광주광역시 북구 일곡동 825-1,2013-09-12,주택단지,민간,실외,미포함,2024-02-16
24617,소소리어린이공원 놀이터,광주광역시 북구 일곡동 857-1,2009-03-31,주택단지,민간,실외,미포함,2024-02-16
24619,풍향어린이공원,광주광역시 동구 계림동 1730,2008-09-09,식품접객업소,민간,실내,미포함,2024-02-16
24620,유적근린공원 놀이터,광주광역시 서구 천변우하로 469 (동천동),2001-11-24,주택단지,민간,실외,미포함,2024-02-16
24621,두암 제2근린공원 놀이터,광주광역시 동구 산수동 687,2013-01-15,어린이집,민간,실외,미포함,2024-02-16
24622,한새어린이공원 놀이터,광주광역시 북구 일곡동 814-2,2013-09-12,박물관,민간,실외,미포함,2024-02-16
24623,우리어린이공원 놀이터,광주광역시 북구 중문로84번길 5 (우산동),2001-11-24,박물관,민간,실외,미포함,2024-02-16
24624,반룡어린이공원 놀이터,광주광역시 북구 용봉동 1227-8,2008-07-23,주택단지,민간,실외,미포함,2024-02-16
24626,희망어린이공원,광주광역시 북구 두암동 564-1,2008-07-30,도시공원,공공,실외,미포함,2024-02-16
24627,용봉북어린이공원 놀이터,광주광역시 북구 문화소통로 22 (용봉동),2013-09-04,주택단지,민간,실외,미포함,2024-02-16
24659,용두동_주공2차아파트,"광주광역시 북구 하서로483번길 22 (용두동, 용두주공2차아파트)",2008-07-10,주택단지,민간,실외,미포함,2024-02-16
24660,용두동_주공2차아파트,"광주광역시 북구 하서로483번길 22 (용두동, 용두주공2차아파트)",2008-07-10,주택단지,민간,실외,미포함,2024-02-16
24775,동림동_푸른마을주공1단지(102동옆),광주광역시 북구 북문대로242번길 50 (동림동),1998-06-11,어린이집,민간,실외,미포함,2024-02-16
24799,수완루아채아파트(203-206동 놀이터),광주광역시 광산구 풍영로 294-8 (장덕동) 수완루아채아파트,2008-07-21,주택단지,민간,실외,미포함,2024-02-16
24821,수완지구 11호 (해님) 어린이공원,광주광역시 광산구 흑석동 520,2008-07-23,도시공원,공공,실외,미포함,2024-02-16
24822,수완지구 제22호(성곽) 어린이공원 놀이터,광주광역시 광산구 신가동 광주 광산구 신가동 1203,2008-07-23,주택단지,민간,실외,미포함,2024-02-16
24842,완동근린공원(수완근린9호) 놀이터,광주광역시 광산구 수완동 광주 광산구 수완동 919,2008-07-28,주택단지,민간,실외,미포함,2024-02-16
24843,고래실근린공원(수완근린11호) 놀이터,광주광역시 광산구 수완로 117 (수완동),2008-07-28,주택단지,민간,실외,미포함,2024-02-16
24844,수완지구 제14호 (솔빛) 어린이공원 놀이터,광주광역시 광산구 왕버들로132번길 22 (수완동),2008-07-28,주택단지,민간,실외,미포함,2024-02-16
24845,수완지구 제15호 (수완) 어린이공원 놀이터,광주광역시 광산구 수완동 925,2008-07-28,주택단지,민간,실외,미포함,2024-02-16
24846,수완지구 제16호 (해솔) 어린이공원 놀이터,광주광역시 광산구 수완동 969,2008-07-25,주택단지,민간,실외,미포함,2024-02-16
24847,수완지구 제17호 (솟대) 어린이공원 놀이터,광주광역시 광산구 수완동 1299,2008-07-28,어린이집,민간,실내,미포함,2024-02-16
24898,백일대주 아파트 어린이 놀이터,"광주광역시 서구 화정로 106-15(쌍촌동, 대주아파트)",1992-10-01,도시공원,공공,실외,미포함,2024-02-16
24959,다솜어린이집 놀이터,광주광역시 동구 필문대로145번길 1-10 (산수동),2010-09-20,주택단지,민간,실외,미포함,2024-02-16
24960,광주양동휴먼시아아파트 107동앞놀이시설,"광주광역시 서구 발산로 36(양동, 양동 휴먼시아)",2010-10-04,어린이집,민간,실내,미포함,2024-02-16
25099,일곡대림2차아파트 놀이시설,광주광역시 북구 일곡마을로 245 (일곡동),2010-10-12,어린이집,민간,실내,미포함,2024-02-16
